10.0,9.970958,9.942097,9.913695,9.886062,9.859534,9.834501,9.811396,9.790696,9.772922,9.758608,9.7482815,9.742417,9.741397,9.745459,9.754656,9.768841,9.78767,9.810637,9.837136,9.866509,9.898097,9.931268,9.965423,10.0
10.0,9.970693,9.941553,9.91285,9.884879,9.857974,9.832516,9.808939,9.787733,9.769433,9.754604,9.74381,9.737571,9.736314,9.740315,9.749652,9.764168,9.783484,9.807044,9.834182,9.864199,9.896409,9.930168,9.964883,10.0
10.0,9.970175,9.94049,9.911192,9.882555,9.854896,9.828586,9.804059,9.781821,9.762443,9.746545,9.73477,9.727735,9.725965,9.729825,9.739446,9.75466,9.775005,9.799802,9.828263,9.859596,9.893061,9.927996,9.963818,10.0
10.0,9.969426,9.938952,9.908787,9.879171,9.850393,9.822803,9.796831,9.773001,9.751931,9.734331,9.720967,9.712612,9.709964,9.7135515,9.723611,9.739969,9.76201,9.788815,9.819377,9.852752,9.888121,9.92481,9.962261,10.0
10.0,9.968485,9.937013,9.905742,9.874863,9.844619,9.815324,9.787391,9.761356,9.737896,9.717834,9.702115,9.691745,9.68769,9.690758,9.701418,9.719528,9.744163,9.773967,9.807564,9.843785,9.881727,9.920723,9.960275,10.0
10.0,9.967401,9.934772,9.902205,9.869823,9.837801,9.806393,9.775968,9.747056,9.720387,9.696924,9.677849,9.664494,9.65822,9.660293,9.671683,9.692454,9.721026,9.755194,9.792984,9.832948,9.874126,9.91592,9.957958,10.0
10.0,9.966239,9.932362,9.898376,9.864317,9.830262,9.7963705,9.762926,9.730408,9.699572,9.671525,9.647758,9.630049,9.620282,9.620372,9.632413,9.6574135,9.6921215,9.732622,9.776051,9.820714,9.865729,9.910694,9.955459,10.0
10.0,9.965078,9.929943,9.894504,9.858685,9.822437,9.785775,9.748829,9.711945,9.675823,9.641697,9.611445,9.587485,9.572289,9.568267,9.579921,9.612401,9.657172,9.706879,9.757653,9.807907,9.857171,9.905461,9.952982,10.0
10.0,9.964009,9.927702,9.890882,9.853346,9.814886,9.775312,9.7345085,9.692543,9.649889,9.6077795,9.568603,9.535881,9.512805,9.500093,9.506109,9.554662,9.616908,9.679735,9.739482,9.795821,9.849339,9.900765,9.950783,10.0
10.0,9.963126,9.9258375,9.887835,9.848782,9.808288,9.765906,9.721155,9.673607,9.623153,9.570624,9.518943,9.474207,9.442474,9.412532,9.38862,9.482455,9.575482,9.655215,9.724343,9.786237,9.84331,9.897216,9.949137,10.0
10.0,9.962519,9.924543,9.885688,9.845494,9.803397,9.758669,9.710364,9.657294,9.598146,9.532191,9.46179,9.39887,9.369709,9.31798,9.149061,9.409581,9.5464325,9.640679,9.7159815,9.781105,9.840136,9.895365,9.948284,10.0
10.0,9.962261,9.923983,9.884721,9.84394,9.800944,9.754781,9.704067,9.646715,9.579486,9.497575,9.396286,9.28857,9.318904,9.3384285,9.344115,9.455338,9.558485,9.644322,9.717281,9.781671,9.840429,9.895529,9.94836,10.0
10.0,9.962399,9.9242525,9.88511,9.8444195,9.801457,9.755201,9.7041025,9.6456,9.574902,9.481366,9.33562,9.0354,9.278613,9.372607,9.430517,9.507696,9.586856,9.66017,9.726662,9.787475,9.844053,9.897665,9.949355,10.0
10.0,9.962937,9.925369,9.886886,9.846994,9.805059,9.760218,9.711229,9.6562395,9.59242,9.515703,9.42279,9.329224,9.383162,9.441902,9.4965315,9.557158,9.620364,9.682292,9.741286,9.797155,9.850332,9.9014435,9.95113,10.0
10.0,9.963842,9.927256,9.889914,9.851439,9.811375,9.769151,9.724066,9.675319,9.622251,9.565282,9.508893,9.469178,9.481472,9.514435,9.555781,9.6034,9.654626,9.706913,9.758673,9.809211,9.858396,9.906387,9.953476,10.0
10.0,9.965043,9.929757,9.893927,9.857316,9.819672,9.780738,9.7403145,9.698402,9.655563,9.613695,9.577434,9.555598,9.558225,9.57795,9.608222,9.6455765,9.687433,9.731718,9.776979,9.82235,9.867405,9.9120035,9.956167,10.0
10.0,9.966448,9.932677,9.898586,9.864082,9.829099,9.793639,9.757849,9.722172,9.68761,9.656126,9.631057,9.616944,9.617366,9.630494,9.653212,9.682924,9.717518,9.755282,9.794932,9.835578,9.876659,9.917853,9.958993,10.0
10.0,9.967956,9.935801,9.903539,9.8712,9.838868,9.806723,9.775108,9.744645,9.716371,9.691897,9.673439,9.663438,9.6635,9.673174,9.690954,9.7151575,9.744211,9.776757,9.811694,9.848184,9.885621,9.923584,9.96178,10.0
10.0,9.969471,9.938927,9.90846,9.8782,9.848335,9.819155,9.791091,9.764792,9.741183,9.721494,9.7071905,9.699683,9.699839,9.70757,9.722105,9.742374,9.767252,9.795682,9.826747,9.859689,9.893907,9.928931,9.9643955,10.0
10.0,9.970908,9.941879,9.913078,9.8847065,9.857023,9.830371,9.805211,9.782152,9.761972,9.745601,9.734035,9.728154,9.728488,9.735049,9.747407,9.764867,9.78662,9.811851,9.839798,9.869791,9.901257,9.933711,9.966745,10.0
10.0,9.972198,9.944519,9.917184,9.890443,9.864597,9.840015,9.817152,9.796558,9.778881,9.764833,9.755123,9.750341,9.750841,9.756658,9.7675295,9.782984,9.8024235,9.825208,9.850703,9.878317,9.90751,9.937802,9.968763,10.0
